"V1","V2"
2.92753480752333,2.12396383025965
2.40957143031253,2.31741078229552
2.43895065261211,2.26577550876677
2.26658773635429,2.43025971813434
2.09469441686708,2.88108913580481
2.50433384563294,2.19914711274189
2.32593228253086,2.31741078229552
2.36301118164879,2.28005032383072
2.42823476647871,2.22331726023577
2.35318577382274,2.26577550876677
2.23582600840989,2.38016257054359
1.99982820401976,2.97954645182959
2.14638526627442,2.38287620193136
2.36301118164879,2.02156321991418
2.04176042953946,2.31829419871145
2.39907611452932,1.96820513766159
2.34416030143748,1.99822157499758
2.54541523024909,1.89662719214743
2.33633562513613,1.99840181153199
1.8467970096671,2.64674159101978
2.02056047684134,2.26577550876677
2.3615405644319,1.91717483457076
2.85695606238286,1.74616480686561
2.18485648711965,1.98693487381968
2.11231218105558,2.02529986770007
2.31524327947279,1.86759798488819
2.22333919144698,1.91251815135358
2.54541523024909,1.7414778569569
2.51631776298911,1.74977662811664
2.43054651175401,1.78081740125973
2.3615405644319,1.78201125522801
2.42890121582942,1.74977662811664
2.04569063660564,1.99822157499758
1.63445817477806,2.91583101261531
2.18485648711965,1.87327996231914
2.12552963317344,1.91251815135358
2.29498116971321,1.79072527095781
2.10366543369933,1.91756075095115
1.65029824046466,2.64674159101978
3.03140637873752,1.6063857100473
2.61689532582083,1.62684090029951
2.43054651175401,1.68153798597048
2.41656845272016,1.68340132544196
2.33633562513613,1.71937419876133
2.23582600840989,1.74977662811664
2.05554101015493,1.86759798488819
1.63445817477806,2.4581696771731
2.26918722275027,1.71937419876133
1.85599860144941,2.0643236741225
2.01319375506984,1.89662719214743
1.59059507450436,2.57605358732514
2.85695606238286,1.53957374472201
2.31451752390819,1.68340132544196
1.52939711979972,3.06351349882562
2.14638526627442,1.76947334539994
2.11231218105558,1.79072527095781
1.8467970096671,2.02602702394051
2.15423165190151,1.74977662811664
1.67610989397213,2.25874407452077
1.63159797323602,2.34468009114355
2.55256621041721,1.550939735166
2.15423165190151,1.72779932833407
1.93281473492898,1.90229637258768
1.9640441505039,1.85181781842381
1.71654695402977,2.12971781882202
1.49144742132824,2.64308054890956
2.10366543369933,1.71937419876133
1.48479514030308,2.64674159101978
2.04730796124137,1.74977662811664
2.55338667480738,1.49842236522915
1.90938056566224,1.85695820238908
1.76914948468993,3.90114201532752
2.34488344882446,1.550939735166
2.24295639999158,1.59915273450629
2.36770176502716,1.53957374472201
1.90938056566224,1.8315136516615
2.43895065261211,1.51054867794202
1.78292216362165,1.96181585734458
2.50433384563294,1.4872063491803
2.01319375506984,1.72986290313096
2.39907611452932,1.51054867794202
2.33686339499384,1.51542812789404
2.34488344882446,1.51054867794202
1.5707346694303,2.21693214387688
2.16044446793072,1.59915273450629
1.63159797323602,2.09414645166083
1.72381762447683,1.94319709885528
1.69059788086688,1.96820513766159
1.8467970096671,1.79072527095781
2.51631776298911,1.4101982551449
1.90938056566224,1.73145250935937
1.41619693678012,2.48556133728703
2.23440955935514,1.51542812789404
1.9640441505039,1.68340132544196
2.03230544084681,1.62907604926584
2.22544909192079,1.51054867794202
2.53744626906282,1.3855941419492
1.6961903366608,1.91251815135358
1.8467970096671,1.74977662811664
2.03230544084681,1.59915273450629
1.63159797323602,1.97491093816806
2.09469441686708,1.550939735166
2.3615405644319,1.40751981150468
1.66494240124185,1.91251815135358
1.63159797323602,1.94319709885528
-1.00317563833683,-0.998200925015954
-1.02071097422123,-1.00986160637405
-1.00317563833683,-0.967402260282806
-1.00728425363225,-0.967402260282806
-1.01031548178926,-0.967389814031683
-1.00665155540457,-0.963121381280559
-1.03054194674108,-0.97453720994071
-1.01031548178926,-0.958844135139587
-0.964890428721657,-0.973128196914823
-0.959987849366506,-0.966995006321029
-0.958814034977444,-0.958311743703123
-0.952670634370255,-0.958844135139587
2.53744626906282,1.33043840743125
-1.06780423160059,-0.984687929522253
-1.0738363062992,-1.01020647256568
-0.958814034977444,-0.937417478524784
-1.00317563833683,-1.07505236742198
-0.928113154771112,-0.97616537429668
-1.06628838888068,-1.05712751827222
-1.08929911750101,-0.998200925015954
-1.01907270837647,-0.909558542306912
-1.04799409897139,-1.0803527201424
-1.08988821372267,-0.973128196914823
-1.08349499039241,-0.953940558371679
-1.06628838888068,-0.930443690300421
-0.903738455597036,-1.00251902396392
-0.903738455597036,-0.995074874750362
-0.903738455597036,-0.97616537429668
-1.0774759878388,-1.06233509053147
-0.943497042538932,-0.918065141287105
-1.06628838888068,-1.0803527201424
-0.904049587678508,-0.958844135139587
-1.10733039687229,-0.97453720994071
-1.059095496747,-1.10263504790178
-0.886104070768466,-0.954562088298434
-1.10700459121583,-0.937417478524784
-1.02071097422123,-1.12471393717641
-1.00364333770906,-0.871259403340013
-0.869350710884163,-1.03302812842071
-1.09997128207124,-0.909558542306912
-1.02071097422123,-0.86458374340838
-0.973925013381424,-0.86458374340838
-1.00964548369417,-1.13939829539261
-1.02294087382638,-1.13939829539261
-1.12959914006811,-1.05808082887081
-1.06616724394737,-0.871259403340013
1.58357670915457,1.9773064308432
-0.904374393224055,-1.10967596897932
-0.871245133253529,-0.930443690300421
-0.869350710884163,-1.07050530942149
-0.86278139045742,-1.05808082887081
1.63159797323602,1.91251815135358
-1.15146436323413,-1.02592285736385
-1.00665155540457,-0.846261660371413
-0.992267642843455,-0.846261660371413
-0.934576742340724,-1.13939829539261
-0.901501990069901,-1.11904123510457
-0.886104070768466,-1.10967596897932
-1.01569410781478,-1.15772721838559
-1.15835486143724,-1.01020647256568
-1.09851125026314,-1.12471393717641
-0.841628697392305,-1.03964118507336
-1.16112053117341,-1.03302812842071
-0.869394725465559,-0.898964028265593
-0.855614192626213,-0.909558542306912
-0.931551449446683,-1.15772721838559
-1.06628838888068,-1.15962385654851
-0.823828942946422,-0.97616537429668
-0.934576742340724,-0.831031388850372
-1.15146436323413,-1.10263504790178
-1.17773650832246,-0.952179503746174
-1.17465391767043,-1.05808082887081
-1.15146436323413,-0.894044088407089
-1.14464061367249,-1.11968368072222
-0.895751214151193,-1.15772721838559
-1.11810748458553,-0.852013114039508
-0.810802176336121,-1.01887975277173
