"V1","V2"
2.10366543369933,1.91756075095115
3.03140637873752,1.6063857100473
2.10366543369933,1.71937419876133
2.34488344882446,1.51054867794202
1.8467970096671,1.79072527095781
1.9640441505039,1.68340132544196
1.8467970096671,1.74977662811664
2.03230544084681,1.59915273450629
-1.02071097422123,-1.00986160637405
-1.00317563833683,-0.967402260282806
-1.01031548178926,-0.967389814031683
-1.01031548178926,-0.958844135139587
-0.964890428721657,-0.973128196914823
-0.958814034977444,-0.958311743703123
-1.0738363062992,-1.01020647256568
-1.01907270837647,-0.909558542306912
-1.08349499039241,-0.953940558371679
-1.06628838888068,-0.930443690300421
-0.903738455597036,-1.00251902396392
-1.0774759878388,-1.06233509053147
-0.943497042538932,-0.918065141287105
-1.06628838888068,-1.0803527201424
-1.10733039687229,-0.97453720994071
-0.869350710884163,-1.03302812842071
-1.12959914006811,-1.05808082887081
-1.06616724394737,-0.871259403340013
-0.904374393224055,-1.10967596897932
-0.86278139045742,-1.05808082887081
1.63159797323602,1.91251815135358
-1.15146436323413,-1.02592285736385
-0.934576742340724,-1.13939829539261
-0.901501990069901,-1.11904123510457
-0.841628697392305,-1.03964118507336
-0.931551449446683,-1.15772721838559
-1.15146436323413,-1.10263504790178
-0.810802176336121,-1.01887975277173
-0.805364256067584,-0.985316741929244
-0.852069515284227,-0.871259403340013
-0.801753649586388,-1.02246851392081
-0.816832867965639,-0.920775727398949
-1.20180878419252,-0.97453720994071
-0.796432547218507,-1.00381923143066
-1.10473060537138,-1.17553321534573
-1.16789555353322,-1.11662283045226
-1.1863424521254,-0.90231860846049
-0.800326312550586,-1.06910939698044
-1.08349499039241,-0.80493979567681
-1.21216407755084,-1.02246851392081
-0.8360679921294,-1.14400367968941
-1.21045776231942,-1.09317359171603
-0.792917741072643,-1.10967596897932
-1.0738363062992,-0.776301891728193
-0.843049051149075,-0.82206580744614
-0.967964070045267,-1.23775906444492
-0.869350710884163,-0.798142343234427
-0.781064363609118,-0.889391858667674
-1.23415088479182,-0.920775727398949
-0.740676221887486,-1.00386864125782
-0.833209636157738,-0.798142343234427
-0.797759496414637,-0.832753127683477
-0.999781072368779,-0.729332716598134
-0.930309508488809,-0.729332716598134
-0.904374393224055,-0.733037242306519
-0.740162893681399,-0.883317216040592
-0.784283792483224,-0.813408723877293
-0.747070042159439,-1.13218189402301
-1.00128330121243,-0.71440172600953
-1.27394082725444,-1.08504614122698
-1.27228802407164,-1.10881620451979
-1.29204186310697,-1.05808082887081
-1.27228802407164,-1.12085683928499
-0.818731393456998,-0.761957009499751
-0.700549469746936,-1.00863789096744
-0.72773688713546,-0.871259403340013
-1.03353981207877,-1.30036586398578
-0.700549469746936,-0.95048780021315
-1.21045776231942,-0.775739609237531
-1.24622928842696,-0.813849417877015
-1.29730875710268,-0.912556593619023
-0.734277103337312,-0.839316948792065
-1.16789555353322,-0.738740674396511
-0.781064363609118,-0.779291987961865
-1.21031422213036,-1.23257874141907
-1.23058586681569,-0.786157738199822
-1.31854428684117,-1.03302812842071
-1.24056052394222,-1.2122481886285
-0.679720782878995,-1.01887975277173
-0.838148387770501,-0.715163420171478
-1.13427796433854,-1.30065465502483
-1.20349851295406,-0.738711465092481
-0.736611782606638,-1.20099911557551
-0.798038551179284,-0.737020579295974
-1.32879749775554,-0.944375623638774
-0.981649748268608,-1.33768056449039
-0.706462335814788,-0.826805843687219
-1.06724736757805,-1.33768056449039
-1.15146436323413,-1.31125509374679
-1.34498641187515,-1.03105441094484
-0.654504422625567,-1.02704558501017
-1.32740239395342,-1.12085683928499
-1.03175783952955,-0.651808850018286
-1.30332762467034,-0.82206580744614
-1.2375400647966,-0.738711465092481
-0.903738455597036,-0.657623810923158
-1.04999899878354,-0.646693538854597
-1.17466346598096,-0.688128157532784
-0.69409566644147,-1.1929989021699
-0.730989286318827,-1.24407390180969
-1.32436941482175,-0.834357893954354
-0.639841202139124,-1.05554367201642
-1.25549696741906,-0.737020579295974
-0.991966668953634,-0.632404074179228
-0.6924304990752,-0.794388926000861
2.14289250154586,1.44080606490976
-0.931969837550094,-0.634274987729191
-1.13427796433854,-1.34704777533705
-0.867354402400528,-0.651808850018286
-0.732392101334895,-1.26020387296725
-0.654214296308681,-1.1429433728056
-1.09692919716766,-0.636495137327758
-1.27191412421357,-0.738711465092481
-0.654214296308681,-0.83929685203682
-0.618781928802408,-1.01191967042605
-1.38162836350862,-1.03282460735254
-1.1310116666192,-0.636513552980914
-0.654214296308681,-1.17795333914438
-0.643456929323764,-1.15772721838559
-1.09692919716766,-0.614150419820542
-1.10436685436227,-0.615737334583818
-0.647392092858294,-1.18847722300917
-1.03495842431487,-0.600407791302982
-1.40163352092867,-1.01020647256568
-0.962701938195629,-0.599775948564643
-0.618781928802408,-0.871790663655505
-0.613686251811433,-0.883317216040592
-0.93261466725584,-0.595272129207027
-0.595419630712961,-0.925266754071129
-0.62986614852511,-0.813849417877015
-0.728321216692389,-0.684869805388956
-1.21978355855842,-0.643850068107601
-0.8360679921294,-0.614150419820542
-0.581467007182333,-1.03725280589892
-0.589973875487045,-0.879883192859205
-0.704428099294257,-0.687364011081117
-0.644669015777249,-1.24407390180969
-1.18235673414406,-0.607149133486866
-0.584703803878923,-0.876729103480357
-0.697720994727411,-1.31170346613879
-0.794021034555887,-0.617231258111332
-1.40333358578442,-1.16295054199265
-0.671131687779879,-0.71440172600953
-0.633367607614626,-0.754687712924286
-0.839680478725685,-0.588606707355496
-1.0161216699714,-0.555929799462142
-1.27228802407164,-1.35285702392251
-0.553647856425775,-0.994558249613556
-0.553647856425775,-0.990677233778375
-1.4366119985476,-0.905885814592757
-0.690854019359896,-1.32333380488233
-1.02071097422123,-0.553008425383613
-0.651876135780016,-0.717784627555611
-0.554337859869175,-1.05970429470649
-1.41459214161056,-1.17553321534573
-0.816832867965639,-0.588606707355496
-0.881475371756646,-1.43510451722032
-0.606127897517912,-0.777903416022814
-1.44406621737407,-0.909558542306912
-0.589973875487045,-0.80349752878077
-1.2931654622521,-0.651808850018286
-0.568024521936359,-1.15314797957365
-1.40252421817799,-0.776301891728193
-0.943497042538932,-0.540858528121684
-0.593656831242428,-0.777903416022814
-1.43517735981896,-1.16388626603618
-0.568024521936359,-1.17360302345704
-0.542568177643173,-0.909715604210615
-0.903115447290052,-0.543385435540792
-1.28268098238494,-1.37178216921314
-1.10262842413872,-0.54422078207527
-1.15721482510786,-0.557969894995794
-0.589494299587622,-0.771105576302218
-0.577205326434293,-1.20673644338868
-0.811140025180654,-1.43117233525385
-1.31167962459237,-0.646693538854597
-0.894886705423236,-1.45931275873044
-0.547585356417977,-0.859958248829135
-0.615031755907086,-0.722697695461449
-0.546787355855412,-1.1460083845601
-1.21031422213036,-1.42886855469141
-1.08349499039241,-0.526424697291302
-0.821012186487355,-0.553008425383613
-0.90093661975657,-0.528789640836484
-0.540457114005399,-1.15189048565148
-1.02682052593177,-1.48448066259875
-1.480406553894,-1.06910939698044
-0.542568177643173,-0.834039058213239
-1.19921046603418,-0.555929799462142
-0.568946780668611,-0.773910946492994
-1.19074118235757,-0.54977613886133
-0.513121787977885,-0.916398809482272
-1.46710735097387,-1.1626556532739
-1.46710735097387,-0.832082693358664
-0.524118317190333,-1.1442615299071
-0.999781072368779,-0.501508489314035
-0.509616405333045,-0.909558542306912
-0.524118317190333,-0.849031516396642
-0.99920169409231,-0.497530630877125
-0.92897419498593,-0.499784609655277
-0.506325731006019,-1.11834214740755
-0.579638215620248,-1.28626739845478
-0.730953948405621,-1.43197392863598
-0.925967317665368,-0.496071767968147
-0.713461949477339,-1.42167926440728
-0.550007354728573,-0.754687712924286
-0.507470435589626,-1.1442615299071
-1.30846490616429,-0.588391206716342
-0.784283792483224,-1.46848355853339
-0.487000186734777,-1.06233509053147
-1.00387315200796,-1.51751725954307
-1.29720168068439,-0.574235998512981
-1.19717111264187,-0.51915042111532
-1.38162836350862,-0.644522949788411
-1.35615880632588,-0.615737334583818
-0.72773688713546,-1.45088897292728
-1.50244012944286,-1.16295054199265
-0.962701938195629,-0.472565346841185
-1.40252421817799,-0.654290292621717
-0.689634495793724,-0.56949507771072
-1.41568187989487,-1.33003114869708
-0.477723266957922,-1.11627128446114
-0.477723266957922,-0.882295851849687
-1.30322967515321,-0.555929799462142
-0.461970620837372,-0.998168853353316
-0.61272806602286,-1.37613633970397
-1.33341394613551,-0.574235998512981
-1.534833099211,-1.08046391169359
-1.40293687640746,-0.636513552980914
-1.44406621737407,-1.31696276846381
-1.10754665945321,-0.461896429592366
-1.27394082725444,-0.524207326046664
-0.536295482519453,-0.700634374585853
-1.52383852132456,-0.81992538468348
-0.542568177643173,-1.31283809423043
-1.00128330121243,-1.5559036598386
-0.651876135780016,-0.566527416975545
-0.447718106818554,-1.06432023464943
-0.514153901985836,-0.729332716598134
-0.881923582163214,-0.455049897237456
-0.461970620837372,-0.838941116046773
-0.450099018359806,-0.876729103480357
-1.56655407387401,-1.02246851392081
-1.41329005592066,-0.611767893474038
-1.34498641187515,-0.54977613886133
-0.437971429673771,-0.916483200266085
-0.476029059220518,-1.22062963459256
-1.48595498591653,-0.703104219472485
-0.513121787977885,-0.703999546290535
-1.01138951694827,-1.57259254378344
-0.462719241644814,-1.19840584834119
-1.48988044886252,-0.703104219472485
-0.852520291453995,-0.445619053569601
-0.443292785056921,-1.14276881360307
-1.00317563833683,-0.423044904988278
-0.419594438665397,-1.0033858996006
-0.46426606888632,-0.772097591267241
-1.15146436323413,-1.56414314050153
